@RELATION PPI
@ATTRIBUTE DIMA REAL
@ATTRIBUTE did  REAL
@ATTRIBUTE ipfam  REAL
@ATTRIBUTE gocell(A/B)  REAL
@ATTRIBUTE gomol(A/B)  REAL
@ATTRIBUTE gobio(A/B)  REAL
@ATTRIBUTE interpro  REAL
@ATTRIBUTE class  {0,1}
@DATA
0.0,0.0,0.0,2.1788332232177683,2.8656196968867476,2.5948642309710697,42.116885271295835,1
0.0,0.0,0.0,2.1120525094938403,2.085094918102888,2.0501266969333782,178.67014008239195,1
0.0,0.0,0.0,1.9596978395129316,2.139584061209509,2.0858614281191166,37.442748604765534,1
0.0,0.0,0.0,2.1905320874547916,1.914872621397545,2.0940269271645917,11.324720929931347,1
0.0,0.0,0.0,2.1905320874547916,2.198870811559125,?,11.493745312636005,1
0.0,0.0,0.0,2.1120525094938403,2.1466008187885386,2.160600892317496,14.12877549251205,1
0.0,0.0,0.0,2.1905320874547916,2.5597671727718687,2.1524838482774493,90.90861676680345,1
0.0,0.0,0.0,2.0051046394728633,2.4774243540358762,2.0739895497205225,3.8507466821064114,1
0.0,0.0,0.0,1.882073285823548,0.0,?,49.469922149206994,1
0.0,0.0,0.0,1.953646805193432,?,?,2.5228518912844673,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,2.1163420525941454,7.925035991516988,1
0.0,1.0,0.0,2.1905320874547916,2.03028317661732,2.1910728754118236,2.1457142983679813,1
0.0,0.0,0.0,2.1905320874547916,2.0827836182965784,2.8636346134025676,37.282004489600666,1
0.0,1.0,1.0,2.1905320874547916,1.9852415680440425,?,6.938135572466859,1
0.0,0.0,0.0,2.1905320874547916,0.0,1.9107755019948465,4.637913848270583,1
0.0,0.0,0.0,2.1905320874547916,2.0182836300460316,1.964627533573904,104.40258843069472,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,2.062609049722441,4.917940876460745,1
0.0,0.0,0.0,2.1905320874547916,2.4774243540358762,2.1524838482774493,14.96923245635131,1
0.0,0.0,0.0,2.1120525094938403,?,1.9779391407119287,138.55317267907228,1
0.0,0.0,0.0,2.0779242936723623,2.0340938865737495,2.3043631004854266,47.45389434110926,1
0.0,0.0,0.0,2.1905320874547916,2.276335310578862,2.8636346134025676,13.361173922224651,1
0.0,0.0,0.0,2.0051046394728633,2.222129731362246,?,8.848151897116486,1
0.0,0.0,0.0,2.068844157788497,2.2731998955234665,?,158.38633893110165,1
0.0,0.3333333333333333,0.3333333333333333,2.1905320874547916,2.276335310578862,2.160600892317496,93.56642618113295,1
0.0,0.0,0.0,2.1905320874547916,2.2102179188943243,?,233.54565204752308,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,?,43.139098088063406,1
0.0,0.0,0.0,2.1905320874547916,2.229990148173575,1.197302475430021,105.08419768637282,1
0.0,0.0,0.0,?,?,2.0795545642841478,22.58880979348675,1
0.0,0.0,0.0,2.1905320874547916,2.1125871771714584,2.068481867118099,39.55057100241642,1
0.0,0.0,0.0,2.1905320874547916,2.1221616555747267,2.1667374224481946,16.064789650565427,1
0.0,0.0,0.0,2.1905320874547916,2.1365649932229656,2.023048741303591,3.2867577671333867,1
0.0,0.0,0.0,2.1120525094938403,2.0260143371464414,1.9979191498797793,96.9034268958558,1
0.0,0.0,0.0,2.1905320874547916,?,1.9465469426387612,3.245701832134565,1
0.0,0.0,0.0,2.1905320874547916,2.123212333468377,2.4952857652008267,40.29857379684269,1
0.0,0.0,0.0,2.0326323422697237,2.198870811559125,2.48577648023192,79.54912581877606,1
0.0,0.0,0.0,1.9350343704029183,2.2806927538622546,2.026944387630751,2.1599605675087385,1
0.0,0.0,0.0,2.1905320874547916,2.1948142559514947,2.48577648023192,10.87511896518102,1
0.0,0.0,0.0,1.9798935045766326,2.0897300934089693,2.1910728754118236,11.139239482239766,1
0.0,0.0,0.0,1.1776913410321632,0.0,2.263998402905685,123.09417982654573,1
0.0,1.0,1.0,1.9700408912575722,2.0827836182965784,2.1291903775190346,15.337985970210942,1
0.0,0.0,0.0,1.1776913410321632,2.0827836182965784,2.0758551738835838,3.08102724392455,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,2.038274708989196,125.15041826337415,1
0.0,0.0,0.0,2.158421341040711,2.0588537704713765,?,25.583104738283566,1
0.0,0.0,0.0,2.1905320874547916,2.0874105755792303,2.0570415772068475,20.59304404292471,1
0.0,0.0,0.0,1.9596978395129316,2.0796194741321363,2.062528363815173,75.43109616808741,1
0.0,0.0,0.0,2.1905320874547916,2.1046532409047627,2.192677386767085,19.44758285032636,1
0.0,1.0,1.0,2.1905320874547916,2.192233761077178,2.1301629144030465,10.461548350213834,1
0.0,0.5,0.0,2.1905320874547916,0.0,1.9107755019948465,6.527366600252655,1
0.0,0.0,0.0,2.1905320874547916,2.319154644127691,2.1910728754118236,2.1673222635798033,1
0.0,0.0,0.0,2.1905320874547916,2.185169599924124,2.046493107034678,70.52206620218301,1
0.0,0.0,0.0,2.1905320874547916,1.9852415680440425,2.5948642309710697,3.0038016427708265,1
0.0,0.0,0.0,2.1120525094938403,2.0251868940855666,?,13.3178444266654,1
0.0,0.0,0.0,2.1905320874547916,?,1.9465469426387612,5.753708210821116,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,1.9036635071093182,32.12401250839374,1
0.0,0.0,0.0,2.1905320874547916,2.3816221117604988,2.263998402905685,20.176287932694326,1
0.0,0.0,0.0,2.1120525094938403,?,?,17.95341978407223,1
0.0,0.0,0.0,1.953646805193432,2.0827836182965784,?,4.587982641250926,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,?,33.317950650185075,1
0.0,0.0,0.0,2.1905320874547916,2.2731998955234665,0.0,8.344648673960956,1
0.0,0.0,0.0,2.1905320874547916,2.2806927538622546,2.1910728754118236,3.1258489127959956,1
0.0,0.0,0.0,2.1905320874547916,2.276335310578862,?,11.324720929931347,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,2.8636346134025676,18.19826042809082,1
0.0,0.0,0.0,2.1905320874547916,0.0,?,10.474078377444153,1
0.0,0.0,0.0,2.030831854883008,2.2731998955234665,2.085539785420618,16.489624867867533,1
0.0,0.0,0.0,1.1776913410321632,1.984742348720748,0.0,66.28362533750564,1
0.0,0.0,0.0,2.1788332232177683,2.0994582145002285,2.5948642309710697,207.62989962274287,1
0.0,0.0,0.0,1.1776913410321632,0.0,?,4.26858420606341,1
0.0,0.0,0.0,2.1120525094938403,2.1874535874615746,1.98270450306405,198.70068652912374,1
0.0,0.0,0.0,1.1776913410321632,2.2102179188943243,?,14.378651906371305,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,?,3.673664117267279,1
0.0,0.0,0.0,2.1905320874547916,2.101175201207084,2.0791382215053247,96.96520661933651,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,2.0758551738835838,24.515815117170956,1
0.0,0.0,0.0,2.1905320874547916,0.0,2.0758551738835838,289.8561500711308,1
0.0,0.0,0.0,2.1905320874547916,2.3084046528457782,2.1750931198540298,2.7453302262360246,1
0.0,0.0,0.0,2.1905320874547916,0.0,1.9465469426387612,1.7015502966073974,1
0.0,0.0,0.0,2.1905320874547916,2.020805909886916,2.192677386767085,11.98484738962988,1
0.0,0.0,0.0,2.1905320874547916,2.2102179188943243,2.038274708989196,36.65673758112366,1
0.0,0.0,0.0,2.1905320874547916,2.0994582145002285,2.1667374224481946,60.74716299588993,1
0.0,0.0,0.0,2.1120525094938403,2.1393234616260104,2.042420830737144,12.384632023727004,1
0.0,0.0,0.0,?,2.1466008187885386,2.038274708989196,533.2940272120923,1
0.0,0.0,0.0,0.0,2.0875605185769492,1.8837894197240908,10.973108546041871,1
0.5,0.0,0.0,2.1905320874547916,2.398436455769607,2.016579037252626,27.34051884252637,1
0.0,0.0,0.0,2.1905320874547916,1.2062222882190041,2.1301629144030465,27.261866045408805,1
0.0,0.0,0.0,2.1442334030841526,2.0613615210198937,2.046493107034678,54.41228241367701,1
0.0,0.0,0.125,2.1905320874547916,2.229990148173575,2.038274708989196,7.912831288386375,1
0.0,0.0,0.0,2.1120525094938403,?,?,9.169852225654944,1
0.0,0.0,0.0,2.1905320874547916,2.101175201207084,2.5948642309710697,40.517604194508465,1
0.0,0.0,0.0,2.1905320874547916,2.229990148173575,2.1910728754118236,5.399162654888019,1
0.0,0.0,0.0,?,1.9555302780759782,?,16.024201430709397,1
0.0,0.0,0.0,2.1905320874547916,?,?,11.18713031426967,1
0.0,0.0,0.0,2.1905320874547916,2.1845816175364656,2.1910728754118236,2.445292722694964,1
0.0,0.0,0.0,2.1405510339072036,2.1125871771714584,2.0713757885297808,19.778334253232604,1
0.0,0.0,0.0,2.077248199570355,2.0151616772947194,?,12.284213342699935,1
0.0,0.0,0.0,2.1905320874547916,2.1125871771714584,?,40.19427982817501,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,2.192677386767085,9.732590871676372,1
0.0,0.0,0.0,2.1120525094938403,2.192138356926382,2.0702166850826944,26.881837584199392,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,2.0858614281191166,59.54032010085766,1
0.0,0.0,0.0,2.1905320874547916,2.1566771870367307,2.1750931198540298,49.4189999717655,1
0.0,0.0,0.0,2.1788332232177683,2.2102179188943243,?,12.778588508253765,1
0.0,0.0,0.0,2.1120525094938403,2.0666354142648546,2.0758551738835838,21.031029749509738,1
0.0,0.08333333333333333,0.08333333333333333,2.1905320874547916,2.139584061209509,2.5948642309710697,56.26669437583718,1
0.0,0.0,0.0,2.1905320874547916,2.8773406937690247,2.263998402905685,18.15421414249139,1
0.0,0.0,0.0,2.1905320874547916,2.402651226831798,2.118221049224677,55.55019307238977,1
0.0,0.0,0.0,2.1905320874547916,2.229990148173575,?,15.364620383097375,1
0.0,0.0,0.0,2.1905320874547916,0.0,?,116.62328149321394,1
0.0,0.0,0.0,2.1120525094938403,2.1125871771714584,2.023048741303591,63.61975158291207,1
0.0,0.0,0.0,2.068844157788497,2.2731998955234665,?,24.90939902674912,1
0.0,0.0,0.0,1.9700408912575722,2.2806927538622546,2.0940269271645917,4.875441342103635,1
0.0,0.5,0.0,2.1905320874547916,?,?,13.98254576124214,1
0.0,0.0,0.0,2.1905320874547916,2.0116110476884637,1.9394212398717439,24.300624386726742,1
0.0,0.0,0.0,2.1905320874547916,0.0,?,125.41163203062143,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,2.1190890559324247,25.43887244546932,1
0.0,0.0,0.0,2.1405510339072036,2.2731998955234665,2.1103883843800832,4.238632647753615,1
0.0,0.0,0.0,2.1905320874547916,2.17924622418162,2.0858614281191166,69.8044349188124,1
0.0,0.0,0.0,2.1788332232177683,2.0842441939160596,?,276.96540707607664,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,2.1750931198540298,59.51956825579187,1
0.0,0.08333333333333333,0.08333333333333333,1.1776913410321632,2.229990148173575,2.5948642309710697,57.494024927725796,1
0.0,0.0,0.0,2.1120525094938403,2.1393234616260104,2.1291903775190346,33.09862305979805,1
0.0,0.0,0.0,2.1905320874547916,2.1466008187885386,2.48577648023192,5.9770012531081145,1
0.0,0.0,0.0,2.1905320874547916,2.4068902162079127,?,41.12113872305278,1
0.0,0.0,0.0,2.1120525094938403,2.2318418474261827,2.0758551738835838,19.779163153930835,1
0.0,0.0,0.0,2.1788332232177683,?,?,30.226276663754103,1
0.0,0.0,0.0,2.0051046394728633,2.0376270144653326,?,10.487710312462383,1
0.0,0.0,0.0,2.0051046394728633,2.123212333468377,?,9.812100156409477,1
0.0,0.0,0.0,2.0051046394728633,2.1208487795700646,1.9658411879431374,6.350983077360942,1
0.0,0.0,0.0,2.1905320874547916,2.204891585499838,1.9301153305029655,3.2374234949100678,1
0.0,0.0,0.0,2.1905320874547916,2.185169599924124,2.0940269271645917,4.246121579862405,1
0.0,0.0,0.0,2.1905320874547916,2.0484372051001016,2.0858614281191166,6.600439894889252,1
0.0,0.0,0.0,2.1120525094938403,2.1125871771714584,1.9772743635824104,7.130924309723551,1
0.0,0.25,0.25,2.1905320874547916,2.261792260718871,2.48577648023192,63.55845274901594,1
0.0,0.0,0.0,2.1905320874547916,2.1466008187885386,2.1910728754118236,51.774275537078864,1
0.0,0.0,0.0,2.1905320874547916,2.2731998955234665,?,55.557379712691656,1
0.0,0.25,0.25,2.1405510339072036,2.1566771870367307,?,67.64619501503675,1
0.0,0.0,0.0,0.0,?,?,12.633560642487808,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,1.9658411879431374,2.158503515874684,1
0.0,0.0,0.0,2.1905320874547916,2.1046532409047627,?,2.912963678196549,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,2.0758551738835838,22.58880979348675,1
0.0,0.0,0.0,2.1905320874547916,2.028358554146905,?,50.05115812262811,1
0.0,0.0,0.0,?,2.044126101813401,?,7.067015008547013,1
0.0,0.0,0.0,2.0214842362939742,2.186569696204299,2.085539785420618,7.889073593663353,1
0.0,0.0,0.0,2.0779242936723623,2.027667916081403,?,5.152825832175273,1
0.0,0.0,0.0,2.4124615491970944,2.101175201207084,2.48577648023192,41.85528689849895,1
0.0,0.0,0.0,2.1905320874547916,2.2806927538622546,2.4952857652008267,26.053596257321995,1
0.0,1.0,1.0,2.1905320874547916,0.0,2.070741260314749,17.88053599948697,1
0.0,0.0,0.0,1.9047345714416188,?,?,8.649028118096826,1
0.0,0.0,0.0,2.1905320874547916,2.0994582145002285,?,5.017940182560039,1
0.0,0.0,0.0,2.1905320874547916,2.3084046528457782,2.1524838482774493,83.19614727939071,1
0.0,0.0,0.0,0.0,2.165137217167968,?,220.87973931082425,1
0.0,0.0,0.0,1.9047345714416188,?,?,10.215398404650282,1
0.0,0.0,0.0,2.1405510339072036,2.111596746206074,?,25.914249401827945,1
0.0,0.0,0.0,2.1405510339072036,?,2.0503662519294794,2.4481749293965156,1
0.0,0.0,0.0,2.1905320874547916,2.5479826410024238,?,4.076189731704042,1
0.0,0.0,0.0,2.1905320874547916,2.165137217167968,2.2806165986590616,100.51890529124935,1
0.0,0.0,0.0,2.1905320874547916,2.5597671727718687,?,18.280736039511524,1
0.0,0.0,0.0,2.1905320874547916,1.984742348720748,2.042420830737144,102.27422360587039,1
0.0,0.0,0.0,2.1120525094938403,2.020805909886916,2.0219779571976897,68.07100310977653,1
0.0,0.0,0.0,2.1905320874547916,2.012995487784508,2.1910728754118236,83.82032211393573,1
0.0,0.0,0.0,2.1120525094938403,2.1125871771714584,2.1106271943761827,7.69024993181027,1
0.0,0.0,0.0,2.0051046394728633,2.2043824296471715,2.0791382215053247,25.508879395788913,1
0.0,0.0,0.0,2.1905320874547916,2.4068902162079127,2.1524838482774493,18.810745083872348,1
0.0,0.0,0.0,2.1905320874547916,2.0897300934089693,2.263998402905685,7.131086583695165,1
0.0,0.0,0.0,1.886267748454051,2.020921910018008,1.9036635071093182,216.2018819854231,1
0.0,0.3333333333333333,0.3333333333333333,2.1905320874547916,2.1221616555747267,1.8270769419672646,7.537062266139838,1
0.0,0.0,0.0,2.1120525094938403,?,2.0650330818235205,2.786182486942375,1
0.0,0.0,0.0,?,?,2.192677386767085,21.961278364356986,1
0.0,0.0,0.0,2.1120525094938403,?,?,6.379583412268286,1
0.0,0.0,0.0,2.030831854883008,2.1221616555747267,2.2806165986590616,16.93162560576227,1
0.0,0.0,0.0,2.1905320874547916,2.2806927538622546,2.0739895497205225,3.333951962455013,1
0.0,0.0,0.0,2.1120525094938403,2.1316458997971206,1.899980209359909,45.736797773238365,1
0.0,0.0,0.0,1.1776913410321632,2.165137217167968,2.0739895497205225,8.669057714144891,1
0.0,0.0,0.0,2.0197249472195735,2.8656196968867476,2.1524838482774493,129.26247672511283,1
0.0,0.0,0.0,2.1120525094938403,?,?,56.67242368702333,1
0.0,0.0,0.0,2.1405510339072036,2.0897300934089693,2.48577648023192,249.53885398898205,1
0.0,0.0,0.0,0.0,0.0,2.042420830737144,36.37304976757333,1
0.0,0.3333333333333333,0.3333333333333333,2.1905320874547916,2.139584061209509,2.1910728754118236,36.3866228996511,1
0.0,0.0,0.0,1.9350343704029183,2.234265788359278,2.0229537556376282,11.328930471174601,1
0.0,0.0,0.0,1.8492585776900177,2.2654348491513603,2.2055305076546188,21.199748301634557,1
0.0,0.0,0.0,1.9700408912575722,?,?,5.099932234708357,1
0.0,0.0,0.0,2.1788332232177683,2.2667559970100988,?,21.149202998945498,1
0.0,0.0,0.0,2.068844157788497,2.1221616555747267,2.1301629144030465,32.93464375041647,1
0.0,0.0,0.0,2.1120525094938403,2.123212333468377,2.1163420525941454,3.973471908251555,1
0.0,0.5,0.0,2.1905320874547916,2.1125871771714584,2.117283397000398,5.046872924681076,1
0.0,0.0,0.0,2.1905320874547916,2.041544619262209,2.1750931198540298,36.25131457951278,1
0.0,0.0,0.0,2.1120525094938403,2.198870811559125,?,185.79784752221252,1
0.0,0.0,0.0,2.1905320874547916,2.0875605185769492,1.9301153305029655,20.179236737615096,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,?,34.18537949889821,1
0.0,0.0,0.0,1.953646805193432,2.5479826410024238,0.0,4.541305400795078,1
0.0,0.0,0.0,2.1905320874547916,2.276335310578862,2.1910728754118236,23.98765181913974,1
0.0,0.0,0.0,2.1905320874547916,1.9457009838027115,?,12.943960936119899,1
0.0,0.0,0.0,2.1120525094938403,2.068553694977712,2.0030922853324027,5.454613796697019,1
0.0,0.3333333333333333,0.3333333333333333,2.1905320874547916,2.139584061209509,?,5.767720095225444,1
0.0,0.0,0.0,2.1905320874547916,2.012995487784508,2.1910728754118236,4.089825898593602,1
0.0,0.0,0.0,2.1905320874547916,2.185169599924124,2.48577648023192,67.70030067943186,1
0.0,0.0,0.0,2.1905320874547916,2.182648910924757,2.5948642309710697,255.26090642540325,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,2.192677386767085,28.817617495867353,1
0.0,0.0,0.0,2.1905320874547916,2.186569696204299,0.0,1.9381536143992029,1
0.0,0.0,0.0,2.1905320874547916,2.129004163198961,2.8636346134025676,5.060441624709014,1
0.0,0.0,0.0,2.1120525094938403,1.9346473613234543,2.062528363815173,20.779722334344605,1
0.0,0.0,0.0,?,2.1237657992337873,2.1856073915358842,11.2745421291074,1
0.0,0.0,0.0,?,1.996939801281435,2.0082448228480074,13.278480171784535,1
0.0,0.0,0.0,2.1120525094938403,2.0905161298295947,?,9.116779712285812,1
0.0,1.0,1.0,2.1905320874547916,2.185169599924124,2.1910728754118236,18.797073213791926,1
0.0,0.0,0.0,2.1788332232177683,1.9500504928702844,2.0758551738835838,19.68888652574236,1
0.0,0.0,0.0,2.1405510339072036,2.1365649932229656,2.48577648023192,4.1070728339944385,1
0.0,0.0,0.0,2.1905320874547916,2.185169599924124,2.0228945924737927,16.596405056846844,1
0.0,0.0,0.0,2.1905320874547916,2.2731998955234665,?,5.904812820886376,1
0.0,0.0,0.0,2.1905320874547916,2.1466008187885386,1.9810249461872784,52.87158304172724,1
0.0,0.0,0.0,2.1905320874547916,2.229990148173575,?,2.7234104756445574,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,1.989559568478344,13.81094675649535,1
0.0,0.0,0.0,0.0,2.4774243540358762,2.5948642309710697,15.739826191066241,1
0.0,0.0,0.0,2.1905320874547916,2.1125871771714584,2.1291903775190346,3.1495465608686746,1
0.0,0.0,0.0,2.1905320874547916,?,2.160600892317496,1.6208410305760796,1
0.0,0.0,0.0,2.1905320874547916,2.8656196968867476,2.4952857652008267,9.457322547183594,1
0.0,0.0,0.0,2.1905320874547916,2.5597671727718687,?,4.952816207246324,1
0.0,0.0,0.0,2.1905320874547916,2.0875605185769492,2.1750931198540298,63.971170313704285,1
0.0,0.0,0.0,2.1905320874547916,2.139584061209509,2.1291903775190346,3.523824969074444,1
0.0,0.0,0.0,2.1905320874547916,2.4774243540358762,2.192677386767085,9.892254988265933,1
0.0,0.0,0.0,2.1905320874547916,2.0654018380688273,2.149850276162141,11.023350544929068,1
0.0,0.25,0.25,2.1905320874547916,2.1566771870367307,2.8636346134025676,58.47037110331376,1
0.0,0.0,0.0,2.1120525094938403,2.139584061209509,2.023048741303591,76.36626209509129,1
0.0,0.0,0.0,2.1405510339072036,2.1570781882819676,0.0,20.939915639308047,1
0.0,0.0,0.0,1.1524632201460008,2.0543358921939316,1.6073370813491177,273.65134100648254,1
0.0,0.0,0.0,2.1905320874547916,2.130761568365092,?,7.981977096746687,1
0.0,0.0,0.0,2.1905320874547916,2.101175201207084,?,28.43264339980919,1
0.0,0.0,0.0,2.1905320874547916,2.276335310578862,1.881953056511736,3.7903738766135024,1
0.0,0.0,0.0,2.1905320874547916,1.984742348720748,2.5948642309710697,25.262479757829592,1
0.0,0.0,0.0,2.1905320874547916,2.273996849894935,2.0940269271645917,25.12865590855309,1
0.0,0.0,0.0,2.1905320874547916,2.5597671727718687,2.0940269271645917,15.820429324692752,1
0.0,0.0,0.0,2.1788332232177683,2.8656196968867476,2.206620965730737,185.57026802763767,1
0.0,0.0,0.0,2.1905320874547916,2.1060609716767797,1.9496151823275223,4.109831278391448,1
0.0,0.0,0.0,2.1905320874547916,1.9981639401116096,2.1291903775190346,76.564033292933,1
0.0,0.0,0.0,2.1905320874547916,2.3816221117604988,2.263998402905685,27.04100128257553,1
0.0,0.0,0.0,2.1905320874547916,2.2731998955234665,1.9988054439255263,63.61164432245609,1
0.0,0.0,0.0,2.1120525094938403,2.2731998955234665,2.2243501321485826,26.644021619585892,1
0.0,0.0,0.0,1.8969164074638252,?,2.0758551738835838,141.045665209526,1
0.0,0.0,0.0,2.1905320874547916,1.9745086014795705,2.192677386767085,65.84711964153053,1
0.0,0.0,0.0,2.1905320874547916,2.092693392432985,1.9465469426387612,2.3771357531523085,1
0.0,0.0,0.0,1.987398833467979,1.9807291696997102,?,17.358043215776085,1
0.0,0.0,0.0,2.1905320874547916,2.4774243540358762,1.9465469426387612,3.9172910135069343,1
0.0,0.0,0.0,2.1905320874547916,2.229990148173575,1.9831185966469815,32.78072423985793,1
0.0,0.0,0.0,2.1120525094938403,2.027204262952104,1.9954397944658309,10.868483000950427,1
0.0,0.0,0.0,2.1905320874547916,?,2.149850276162141,9.245004078487696,1
0.0,0.0,0.0,2.1905320874547916,2.1125871771714584,1.9658411879431374,2.277830263319943,1
0.0,0.0,0.0,2.1905320874547916,2.4068902162079127,2.1910728754118236,12.855392890125987,1
0.0,0.0,0.0,2.1788332232177683,2.020805909886916,2.0758551738835838,19.460357574817188,1
0.0,0.0,0.0,2.1905320874547916,2.7577813546701875,2.1301629144030465,16.192321385634628,1
